Disease,Disease ID,Drug,Drug ID,Type,Mechanism of action,Action type,Activity,Target,Target ID,Target class
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRB2,ENSG00000145864,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,LORAZEPAM,CHEMBL580,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA3,ENSG00000011677,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FGR,ENSG00000000938,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 3 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC3,ENSG00000171720,HDAC CLASS I
ALZHEIMER,EFO_0000249,DEXMEDETOMIDINE,CHEMBL778,SMALL MOLECULE,ADRENERGIC RECEPTOR ALPHA-2 AGONIST,AGONIST,POSITIVE MODULATOR,ADRA2B,ENSG00000274286,ADRENERGIC RECEPTOR
ALZHEIMER,EFO_0000249,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG3,ENSG00000182256,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,OMEPRAZOLE,CHEMBL1503,SMALL MOLECULE,POTASSIUM-TRANSPORTING ATPASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ATP4A,ENSG00000105675,HYDROGEN POTASSIUM ATPASE
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HCK,ENSG00000101336,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRB3,ENSG00000166206,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG1,ENSG00000163285,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FYN,ENSG00000010810,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA3,ENSG00000011677,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,IBUPROFEN,CHEMBL521,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS1,ENSG00000095303,OXIDOREDUCTASE
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,TYROSINE-PROTEIN KINASE ABL INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ABL1,ENSG00000097007,TYROSINE PROTEIN KINASE ABL FAMILY
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,BLK,ENSG00000136573,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,DEXMEDETOMIDINE,CHEMBL778,SMALL MOLECULE,ADRENERGIC RECEPTOR ALPHA-2 AGONIST,AGONIST,POSITIVE MODULATOR,ADRA2C,ENSG00000184160,ADRENERGIC RECEPTOR
ALZHEIMER,EFO_0000249,WARFARIN,CHEMBL1464,SMALL MOLECULE,VITAMIN K EPOXIDE REDUCTASE COMPLEX SUBUNIT 1 ISOFORM 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,VKORC1,ENSG00000167397,OXIDOREDUCTASE
ALZHEIMER,EFO_0000249,DEXMEDETOMIDINE,CHEMBL778,SMALL MOLECULE,ADRENERGIC RECEPTOR ALPHA-2 AGONIST,AGONIST,POSITIVE MODULATOR,ADRA2A,ENSG00000150594,ADRENERGIC RECEPTOR
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,LCK,ENSG00000182866,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,SRMS,ENSG00000125508,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRE,ENSG00000102287,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA2,ENSG00000151834,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,ISOTRETINOIN,CHEMBL547,SMALL MOLECULE,RETINOIC ACID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,RARG,ENSG00000172819,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP B MEMBER 1
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRD,ENSG00000187730,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,LORAZEPAM,CHEMBL580,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG2,ENSG00000113327,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA4,ENSG00000109158,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,SRC,ENSG00000197122,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,ISOTRETINOIN,CHEMBL547,SMALL MOLECULE,RETINOIC ACID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,RARA,ENSG00000131759,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP B MEMBER 1
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,EPHRIN TYPE-A RECEPTOR 2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA2,ENSG00000142627,TYROSINE PROTEIN KINASE EPH FAMILY
ALZHEIMER,EFO_0000249,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG2,ENSG00000113327,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,LORAZEPAM,CHEMBL580,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA2,ENSG00000151834,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC1,ENSG00000116478,HDAC CLASS I
ALZHEIMER,EFO_0000249,LORAZEPAM,CHEMBL580,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG1,ENSG00000163285,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG3,ENSG00000182256,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,ISOTRETINOIN,CHEMBL547,SMALL MOLECULE,RETINOIC ACID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,RARB,ENSG00000077092,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP B MEMBER 1
ALZHEIMER,EFO_0000249,FILGRASTIM,CHEMBL1201567,PROTEIN,GRANULOCYTE COLONY STIMULATING FACTOR RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,CSF3R,ENSG00000119535,MEMBRANE RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA5,ENSG00000186297,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,LORAZEPAM,CHEMBL580,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG3,ENSG00000182256,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,YES1,ENSG00000176105,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC2,ENSG00000196591,HDAC CLASS I
ALZHEIMER,EFO_0000249,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,LYN,ENSG00000254087,TYROSINE PROTEIN KINASE SRC FAMILY
ALZHEIMER,EFO_0000249,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 6 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC6,ENSG00000094631,HDAC CLASS IIB
ALZHEIMER,EFO_0000249,LORAZEPAM,CHEMBL580,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA5,ENSG00000186297,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA6,ENSG00000145863,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG2,ENSG00000113327,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRQ,ENSG00000268089,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA1,ENSG00000022355,GABA-A RECEPTOR
ALZHEIMER,EFO_0000249,BREXANOLONE,CHEMBL207538,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA2,ENSG00000151834,GABA-A RECEPTOR
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC5,ENSG00000108840,HDAC CLASS I
BETA-THALASSEMIA MAJOR,ORPHANET_231214,MYCOPHENOLATE MOFETIL,CHEMBL1456,SMALL MOLECULE,INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE (IMPDH) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,IMPDH2,ENSG00000178035,OXIDOREDUCTASE
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC2,ENSG00000196591,HDAC CLASS I
SICKLE CELL ANEMIA,ORPHANET_232,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,ANANDAMIDE AMIDOHYDROLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FAAH,ENSG00000117480,HYDROLASE
BETA-THALASSEMIA MAJOR,ORPHANET_231214,MYCOPHENOLATE MOFETIL,CHEMBL1456,SMALL MOLECULE,INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE (IMPDH) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,IMPDH1,ENSG00000106348,OXIDOREDUCTASE
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLA2,ENSG00000014138,ENZYME
HEMOLYTIC ANEMIA,EFO_0005558,DEXAMETHASONE,CHEMBL384467,SMALL MOLECULE,GLUCOCORTICOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,NR3C1,ENSG00000113580,NUCLEAR HORMONE RECEPTOR SUBFAMILY 3 GROUP C MEMBER 1
SICKLE CELL ANEMIA,ORPHANET_232,KETAMINE,CHEMBL742,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN3B,ENSG00000116032,NMDA RECEPTOR
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE3,ENSG00000148229,ENZYME
SICKLE CELL ANEMIA,ORPHANET_232,KETAMINE,CHEMBL742,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN2C,ENSG00000161509,NMDA RECEPTOR
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRIM2,ENSG00000146143,ENZYME
SICKLE CELL ANEMIA,ORPHANET_232,IBUPROFEN,CHEMBL521,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS2,ENSG00000073756,OXIDOREDUCTASE
SICKLE CELL ANEMIA,ORPHANET_232,KETAMINE,CHEMBL742,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN2A,ENSG00000183454,NMDA RECEPTOR
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLA1,ENSG00000101868,ENZYME
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC6,ENSG00000094631,HDAC CLASS I
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC4,ENSG00000068024,HDAC CLASS I
SICKLE CELL ANEMIA,ORPHANET_232,DEXTROMETHORPHAN,CHEMBL52440,SMALL MOLECULE,SIGMA OPIOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,SIGMAR1,ENSG00000147955,MEMBRANE RECEPTOR
SICKLE CELL ANEMIA,ORPHANET_232,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,VANILLOID RECEPTOR OPENER,OPENER,POSITIVE MODULATOR,TRPV1,ENSG00000196689,TRANSIENT RECEPTOR POTENTIAL CHANNEL
BETA-THALASSEMIA MAJOR,ORPHANET_231214,CYCLOSPORINE,CHEMBL160,PROTEIN,CYCLOPHILIN A MODULATOR,MODULATOR,OTHER,PPIA,ENSG00000196262,ISOMERASE
BETA-THALASSEMIA MAJOR,ORPHANET_231214,METHOTREXATE,CHEMBL34259,SMALL MOLECULE,DIHYDROFOLATE REDUCTASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,DHFR,ENSG00000228716,OXIDOREDUCTASE
BETA-THALASSEMIA MAJOR,ORPHANET_231214,RUXOLITINIB,CHEMBL1789941,SMALL MOLECULE,TYROSINE-PROTEIN KINASE JAK2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,JAK2,ENSG00000096968,TYROSINE PROTEIN KINASE JAKA FAMILY
SICKLE CELL ANEMIA,ORPHANET_232,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS2,ENSG00000073756,OXIDOREDUCTASE
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC10,ENSG00000100429,HDAC CLASS I
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD3,ENSG00000077514,ENZYME
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD4,ENSG00000175482,ENZYME
BETA-THALASSEMIA MAJOR,ORPHANET_231214,RUXOLITINIB,CHEMBL1789941,SMALL MOLECULE,TYROSINE-PROTEIN KINASE JAK1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,JAK1,ENSG00000162434,TYROSINE PROTEIN KINASE JAKA FAMILY
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE,ENSG00000177084,ENZYME
PRIMARY MYELOFIBROSIS,EFO_0002430,RUXOLITINIB,CHEMBL1789941,SMALL MOLECULE,TYROSINE-PROTEIN KINASE JAK1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,JAK1,ENSG00000162434,TYROSINE PROTEIN KINASE JAKA FAMILY
HEMOLYTIC ANEMIA,EFO_0005558,PREDNISONE,CHEMBL635,SMALL MOLECULE,GLUCOCORTICOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,NR3C1,ENSG00000113580,NUCLEAR HORMONE RECEPTOR SUBFAMILY 3 GROUP C MEMBER 1
BETA-THALASSEMIA MAJOR,ORPHANET_231214,TACROLIMUS,CHEMBL269732,SMALL MOLECULE,FK506-BINDING PROTEIN 1A INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FKBP1A,ENSG00000088832,ISOMERASE
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRIM1,ENSG00000198056,ENZYME
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE RR1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,RRM1,ENSG00000167325,OXIDOREDUCTASE
PRIMARY MYELOFIBROSIS,EFO_0002430,RUXOLITINIB,CHEMBL1789941,SMALL MOLECULE,TYROSINE-PROTEIN KINASE JAK2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,JAK2,ENSG00000096968,TYROSINE PROTEIN KINASE JAKA FAMILY
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD2,ENSG00000106628,ENZYME
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC8,ENSG00000147099,HDAC CLASS I
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC7,ENSG00000061273,HDAC CLASS I
CONGENITAL DYSERYTHROPOIETIC ANEMIA TYPE I,ORPHANET_98869,OMEPRAZOLE,CHEMBL1503,SMALL MOLECULE,POTASSIUM-TRANSPORTING ATPASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ATP4A,ENSG00000105675,HYDROGEN POTASSIUM ATPASE
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC11,ENSG00000163517,HDAC CLASS I
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC1,ENSG00000116478,HDAC CLASS I
SICKLE CELL ANEMIA,ORPHANET_232,IBUPROFEN,CHEMBL521,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS1,ENSG00000095303,OXIDOREDUCTASE
SICKLE CELL ANEMIA,ORPHANET_232,KETAMINE,CHEMBL742,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN1,ENSG00000176884,NMDA RECEPTOR
SICKLE CELL ANEMIA,ORPHANET_232,KETAMINE,CHEMBL742,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN3A,ENSG00000198785,NMDA RECEPTOR
SICKLE CELL ANEMIA,ORPHANET_232,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS1,ENSG00000095303,OXIDOREDUCTASE
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC9,ENSG00000048052,HDAC CLASS I
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE2,ENSG00000100479,ENZYME
PRIMARY MYELOFIBROSIS,EFO_0002430,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC3,ENSG00000171720,HDAC CLASS I
BETA-THALASSEMIA MAJOR,ORPHANET_231214,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD1,ENSG00000062822,ENZYME
SICKLE CELL ANEMIA,ORPHANET_232,DEXTROMETHORPHAN,CHEMBL52440,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR SUBUNIT EPSILON 1 ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,GRIN2A,ENSG00000183454,NMDA RECEPTOR
SICKLE CELL ANEMIA,ORPHANET_232,KETAMINE,CHEMBL742,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN2D,ENSG00000105464,NMDA RECEPTOR
SICKLE CELL ANEMIA,ORPHANET_232,KETAMINE,CHEMBL742,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN2B,ENSG00000273079,NMDA RECEPTOR
PURE RED-CELL APLASIA,MONDO_0001705,TACROLIMUS,CHEMBL269732,SMALL MOLECULE,FK506-BINDING PROTEIN 1A INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FKBP1A,ENSG00000088832,ISOMERASE
REFRACTORY ANEMIA WITH RINGED SIDEROBLASTS,EFO_0003812,CYTARABINE,CHEMBL803,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRIM2,ENSG00000146143,ENZYME
